Date,Close,High,Low,Open,Volume
10-02-2020,4643.12207,4655.16808,4562.733395,4582.400349,1160879
11-02-2020,4670.262207,4705.318454,4657.13442,4658.117768,1167429
12-02-2020,4689.290039,4702.565232,4643.367513,4690.568199,882964
13-02-2020,4715.496094,4720.658669,4656.150969,4686.634745,681039
14-02-2020,4702.12207,4734.818376,4688.601042,4720.068163,731118
17-02-2020,4697.107422,4718.10199,4670.950279,4702.122591,716484
18-02-2020,4678.768066,4692.485958,4623.307356,4689.978133,728611
19-02-2020,4796.818359,4805.619512,4700.499754,4705.318061,1172049
20-02-2020,4799.179199,4841.413692,4772.923625,4786.837898,1634643
24-02-2020,4723.953125,4794.803131,4672.081537,4759.402616,1263389
25-02-2020,4745.586426,4769.137312,4704.334803,4769.137312,959309
26-02-2020,4729.901855,4757.189751,4687.863746,4734.818593,851346
27-02-2020,4680.538086,4734.81907,4633.63269,4734.81907,1174870
28-02-2020,4391.48291,4562.732796,4239.948951,4562.732796,4941410
02-03-2020,4288.132813,4541.049993,4233.950267,4523.398713,2238216
03-03-2020,4389.995117,4410.545133,4257.874123,4336.673647,2023503
04-03-2020,4224.708984,4432.08076,4164.192764,4401.724233,2472991
05-03-2020,4268.371582,4304.690842,4211.649569,4247.96931,1833295
06-03-2020,4165.030762,4177.0058,3978.405831,4065.63212,3312238
09-03-2020,3968.845459,4068.096114,3888.370439,4011.423667,3545627
11-03-2020,3972.639893,4059.619779,3927.646994,3956.229619,2793683
12-03-2020,3680.604492,3814.252762,3575.883666,3804.446013,5272619
13-03-2020,3895.664063,3985.305042,3233.828441,3390.490749,4849917
16-03-2020,3619.398193,3778.27812,3548.188031,3778.27812,3140467
17-03-2020,3395.270996,3680.949262,3353.037607,3648.818593,2558548
18-03-2020,3017.290527,3479.195525,2975.451284,3439.771214,5443580
19-03-2020,2706.577393,3009.109627,2448.939396,2759.701551,8324713
20-03-2020,2909.415527,3000.190101,2583.918556,2759.554056,6110189
23-03-2020,2233.534668,2661.140641,2192.97701,2618.51311,4844235
24-03-2020,2438.590576,2531.681177,2074.359195,2436.422287,6257221
25-03-2020,2548.387207,2661.140625,2365.458333,2414.738715,6226355
26-03-2020,2753.492432,2894.237272,2528.133307,2599.34347,5096124
27-03-2020,2505.710693,2996.247635,2464.019436,2912.470974,7170609
30-03-2020,2209.831299,2379.651327,2193.962917,2355.651922,7698355
31-03-2020,2183.909912,2306.322358,2069.776475,2271.924741,11043111
01-04-2020,2187.408447,2253.986052,2101.956071,2148.62469,6408301
03-04-2020,2175.729248,2309.968984,2151.631185,2236.147055,6172672
07-04-2020,2220.919434,2253.099432,2051.542637,2212.689512,11161478
08-04-2020,2299.324219,2339.832793,2113.290756,2152.567321,9109339
09-04-2020,2515.123047,2529.217044,2333.032029,2356.587956,7193246
13-04-2020,2254.380615,2483.731487,2233.337794,2483.731487,8183199
15-04-2020,2151.039551,2333.919114,2137.191714,2311.250136,9333628
16-04-2020,2188.049072,2217.617303,2091.459519,2114.128495,7246740
17-04-2020,2274.93042,2341.705345,2203.030383,2321.106239,10191546
20-04-2020,2275.029297,2311.743189,2232.401758,2291.538228,5403177
21-04-2020,2069.530029,2178.193292,2054.992314,2178.193292,7383985
22-04-2020,2117.331787,2138.768755,1993.243751,2030.302577,9062723
23-04-2020,2141.183594,2187.162341,2081.603651,2128.912825,7144006
24-04-2020,1947.807251,2083.08191,1941.696531,2083.08191,10494451
27-04-2020,2014.631592,2054.992181,1888.079531,1971.215522,14495247
28-04-2020,2196.032715,2211.802439,2005.711763,2051.049719,14756344
29-04-2020,2263.398926,2340.818465,2168.386433,2168.386433,15060154
30-04-2020,2284.737305,2384.135697,2258.174985,2331.011538,8883305
04-05-2020,2049.719238,2170.505527,1999.354822,2168.337238,7312745
05-05-2020,1973.531738,2104.272636,1968.258761,2099.344597,11521209
06-05-2020,2075.936279,2101.217021,1924.251226,1981.071535,13149696
07-05-2020,2030.894287,2138.621272,2018.86992,2068.741532,7770204
08-05-2020,1995.017944,2099.3445,1985.999609,2099.3445,6966375
11-05-2020,1986.048828,2062.581169,1966.583076,2040.207923,7654990
12-05-2020,2039.912354,2050.064162,1948.645098,1961.063732,10336527
13-05-2020,2129.947754,2207.712112,2114.128701,2188.049285,9441185
14-05-2020,2081.60376,2226.438784,2066.622569,2127.927328,14307531
